Highest Education Level,Total Hours Worked,Electoral Division,"Agriculture, Forestry and Fishing (A) (%)",Construction (F) (%),"Financial, Real Estate, Administrative and Services (K,L,N,S) (%)","ICT, Scientific and Recreation (J,M,R) (%)","Industry (B,C,D,E) (%)","Public Service, Education and Health (O,P,Q) (%)","Wholesale, Transport and Accomodation (G,H,I) (%)",% Receiving SW,% Pension is Majority,Income per commuter for <30mins,Income per commuter for >30mins,Household Income
25,160,"161 Nohaval, Co. Kerry",9.9,6.7,6.6,9.4,12.1,35.8,19.6,12.6,15.7,28934,35820,44525
29,214,"162 O'Brennan, Co. Kerry",8.9,5.6,11.5,9.2,12.9,31.9,19.9,13.3,10.9,25446,40838,44966
75,460,"163 Ratass, Co. Kerry",3.3,8.8,9.4,11.5,8.9,39.6,18.5,8.3,14.9,33562,55026,50306
50,315,"164 Scartaglin, Co. Kerry",9.9,9.6,14.2,7,11.6,27.8,19.8,9.1,13.5,26990,34440,48915
45,359,"166 Tubrid, Co. Kerry",12.7,9.8,8.2,8.4,9.2,31.5,20.2,9.8,23.5,26812,49578,42395
302,"1,776","001 Abbey A, Limerick City",0.4,2.3,13,12.7,19,30.3,22.4,10.7,13.3,31148,32209,45769
160,998,"002 Abbey B, Limerick City",0.7,3.5,15,10.1,21,25.0,24.7,19.5,6.9,27170,28949,40010
14,163,"003 Abbey C, Limerick City",..,3.5,18.1,14.8,12.8,14.1,36.8,42.9,19,..,..,19005
49,461,"004 Abbey D, Limerick City",0.2,4.7,12.9,8.5,15.1,27.7,30.8,32,20.6,24781,25927,30288
129,885,"005 Ballinacurra A, Limerick City",0.6,2,14.2,13.7,13.5,36.0,20.0,5.8,10.2,38389,42091,50237
64,411,"006 Ballinacurra B, Limerick City",1.5,4.4,12.4,14.2,16.4,32.4,18.8,18.2,26.4,28406,38421,35197
68,633,"007 Ballynanty, Limerick City",1.5,4.3,15.8,8.2,14.6,30.4,25.3,43.3,17.4,17155,17965,27081
69,417,"008 Castle A, Limerick City",1.4,2.5,14.6,12.8,19.4,31.7,17.7,14.5,17.7,31018,30425,37489
36,184,"009 Castle B, Limerick City",..,0.2,19.4,22.6,9.1,31.2,17.4,9.1,18.3,..,..,38135
99,545,"010 Castle C, Limerick City",..,4.6,11.6,20.1,11.9,37.6,14.1,5.2,8,36999,52858,59108
143,810,"011 Castle D, Limerick City",0.6,1.8,19,16.7,11.6,35.6,14.7,2.9,11.6,41559,42376,61681
105,583,"012 Coolraine, Limerick City",1,2.7,17.2,15.4,14.8,29.1,19.9,6.2,19.7,34304,30298,42851
30,307,"013 Custom House, Limerick City",..,4.5,21.9,11.6,13.1,18.3,30.6,41,5,19238,24572,22966
83,900,"014 Dock A, Limerick City",1.7,3.9,23.6,12.4,7.8,19.1,31.5,38.9,4.4,19477,25964,20920
62,488,"015 Dock B, Limerick City",2.2,5.2,15.8,16.6,9.8,22.3,28.0,29.6,10.9,22411,24269,25765
54,371,"016 Dock C, Limerick City",..,3.4,9.8,24.4,9.4,33.7,19.4,22.4,17.8,31458,27950,29022
41,270,"017 Dock D, Limerick City",1.9,2.6,11.7,17.7,13.4,39.0,13.7,14.9,7.2,32877,44090,43789
73,362,"018 Farranshone, Limerick City",..,3.4,16.2,15.7,14.9,33.8,16.0,6.3,21.2,35134,37506,44053
49,477,"019 Galvone A, Limerick City",1.6,4.8,18.2,9.3,14,23.5,28.6,28.9,17.8,23586,28585,35292
6,132,"020 Galvone B, Limerick City",..,10.1,20,12.5,9.2,17.4,30.9,45.5,21.7,..,..,25425
23,166,"021 Glentworth A, Limerick City",..,1.5,19,14.2,15.1,22.0,28.3,37.2,15.3,..,..,23012
53,407,"022 Glentworth B, Limerick City",0.1,5.7,12.8,12,17.7,21.4,30.3,23,22.1,23000,28357,30724
10,128,"023 Glentworth C, Limerick City",..,7,18.1,12.9,16.7,20.9,24.5,40.2,16.7,..,..,26972
6,117,"024 John's A, Limerick City",..,9.3,16,13.8,15.7,24.6,20.6,50.2,19.4,..,..,24527
30,272,"025 John's B, Limerick City",..,4,16.5,7.8,19,27.9,24.7,35.6,23.3,..,..,23601
19,170,"026 John's C, Limerick City",..,4.6,18,13.5,13.6,23.1,27.2,18.1,14.5,20424,25385,30089
24,339,"027 Killeely A, Limerick City",0.1,7.4,18,6.7,13.4,25.5,28.9,38.2,22,18313,20669,26009
18,248,"028 Killeely B, Limerick City",0.1,2.7,15.5,9.1,10.9,33.5,28.1,30.3,24,23239,29090,26279
105,837,"029 Market, Limerick City",1.4,3.4,19.9,8.7,13.1,17.9,35.6,29.6,9.8,19794,19356,25627
12,192,"030 Prospect A, Limerick City",4.4,5.4,14.6,8,11.1,29.9,26.6,37.3,23.4,..,..,23344
12,162,"031 Prospect B, Limerick City",..,1.3,19.2,16.4,9.3,30.0,23.8,37.6,19.8,..,..,26457
28,367,"032 Rathbane, Limerick City",..,5,15.5,8.8,17.4,25.1,28.1,37.5,24.9,22498,21880,26065
41,277,"033 St. Laurence, Limerick City",0.2,3.6,15.9,8.3,21.9,21.8,28.3,15.4,20.2,25818,23816,40678
60,504,"034 Shannon A, Limerick City",1.6,2.4,22.6,17.6,11.6,22.6,21.5,11,1.2,28250,34398,37257
55,410,"035 Shannon B, Limerick City",0.1,0.8,21.1,12.1,12.1,21.8,32.0,40.8,5.1,..,..,15687
55,466,"036 Singland A, Limerick City",1.7,5.8,11.2,7.6,22.9,20.3,30.6,33.9,20.4,22752,28692,29692
231,"1,520","037 Singland B, Limerick City",0.5,4,12.3,10.1,23.9,20.7,28.5,15.6,12.5,26742,28064,43406
420,"2,537","065 Limerick North Rural, Limerick City",0.7,2.8,16.6,12.2,16.4,28.1,23.1,15.1,12.3,29786,35890,42394
20,139,"001 Abbeyville, Co. Limerick",6.1,7,8.7,8.8,16.8,36.9,15.7,9.2,16.5,33223,31573,52348
55,254,"002 Adare North, Co. Limerick",6.3,5.1,9.1,12.3,25.4,21.5,20.3,4,15.6,33724,37219,58600
145,840,"003 Adare South, Co. Limerick",2.6,3.2,11.6,12.6,15.5,31.3,23.2,6.8,17,32844,39422,51795
58,396,"004 Ballingarry, Co. Limerick",9.7,7.3,10.8,10.6,17.7,25.4,18.5,14.5,15.7,27526,34770,43691
26,216,"005 Ballyagran, Co. Limerick",12,4.6,6.8,8.5,16.9,31.7,19.6,9.6,21.9,30197,40028,41918
20,140,"006 Ballygrennan, Co. Limerick",13.1,8.3,8.6,10.1,17.8,28.2,14.0,6.6,18.9,36397,38324,49652
13,119,"007 Ballynabanoge, Co. Limerick",19.1,5,10.2,10.5,10.6,29.2,15.5,9.3,16.8,32453,45889,48823
28,225,"008 Ballynoe, Co. Limerick",10.7,9.2,9.1,10.1,17.5,29.6,13.9,8.5,12.1,29067,44821,54904
28,151,"009 Castletown, Co. Limerick",14.6,5.2,10.3,12.4,16.1,27.3,14.1,4,16,33051,38546,55657
26,192,"010 Coolrus, Co. Limerick",22.5,8.6,10.3,5,13,24.4,16.2,10.4,16.7,27694,33848,49553
24,179,"011 Crean, Co. Limerick",7.4,4.9,13.8,16.2,17.3,25.5,14.9,4.5,12.7,29216,32750,52370
41,190,"012 Crecora, Co. Limerick",5.7,4.6,11.5,13.3,18.8,30.4,15.7,8.3,12.4,41875,35673,55959
95,587,"013 Croom, Co. Limerick",7.2,7.3,11.5,12.4,13.3,26.1,22.3,18.4,15.3,27541,34851,40397
54,316,"014 Dunnaman, Co. Limerick",8.3,5.6,12.6,14.8,16.7,27.7,14.4,4.8,10.5,41632,43638,65381
74,438,"015 Fedamore, Co. Limerick",5.4,5.2,10.1,12.3,21.3,27.0,18.8,16.1,12.7,29261,30651,44746
24,132,"016 Garrane, Co. Limerick",7.8,11.4,9.9,13,15.1,27.5,15.4,3.9,15.5,30485,58159,60048
51,237,"017 Grange, Co. Limerick",5.4,7.3,9.8,8.3,12.7,40.6,15.9,4.4,16.6,29488,37936,55217
26,145,"018 Kilfinny, Co. Limerick",10.9,10.6,14.4,7.6,11.4,25.8,19.3,5.4,17.4,34986,32828,62432
43,242,"019 Kilpeacon, Co. Limerick",6.2,3.8,12.2,10.8,21.2,35.3,10.5,2.9,11.6,39999,53886,72946
20,130,"020 Rathmore, Co. Limerick",11.5,5.9,13.9,8.2,15.9,26.4,18.2,9.2,15.3,31038,27026,50381
23,95,"021 Fleanmore, Co. Limerick",10.5,7.1,10.9,7.3,34.2,18.1,11.9,5.1,12.8,37619,48826,58673
100,454,"022 Glin, Co. Limerick",6.5,9.4,11,5.5,31.6,25.9,10.1,12.1,24,29768,39793,37548
38,181,"023 Kilfergus, Co. Limerick",6.6,8.6,9.7,6.4,39.2,19.5,10.0,12.7,26.5,34612,40545,37916
28,186,"024 Kilmoylan, Co. Limerick",7.6,9.7,11.2,9.2,19.7,26.6,16.0,12.5,27.6,25746,31363,36070
31,165,"025 Ardpatrick, Co. Limerick",18.7,5.8,12.2,12.5,13.4,26.0,11.5,7,21,22721,34688,44897
22,164,"026 Athlacca, Co. Limerick",11.2,12.7,9.9,9.3,12.5,27.9,16.5,13.5,20.9,30358,35880,44523
50,218,"027 Ballymacshaneboy, Co. Limerick",9.7,8.1,8,15.6,16.8,28.5,13.4,10.8,15.9,30594,37154,43988
93,533,"028 Bruff, Co. Limerick",5.5,5.3,10.8,11.6,14.6,30.0,22.3,17.6,15.9,27920,31663,37943
75,436,"029 Bruree, Co. Limerick",5.9,6.8,10,13.7,14.3,31.4,18.0,15.5,15.8,28315,38139,40156
18,148,"030 Bulgaden, Co. Limerick",12.3,6.6,10.2,10.4,16,29.6,14.9,8.5,17.9,25667,39988,45383
65,312,"031 Cahercorney, Co. Limerick",6.1,5.7,8.2,11.9,17.8,30.5,19.8,4.5,12.3,33787,41534,55258
44,252,"032 Colmanswell, Co. Limerick",10,6.2,10.2,17.4,20.4,17.3,18.5,11.2,15.4,29919,36274,49606
26,156,"033 Darragh, Co. Limerick",12.8,7.4,13.7,11.2,16.6,19.8,18.4,6.1,20.2,27208,34915,55001
45,242,"034 Dromin, Co. Limerick",13.1,8.7,8.9,10.4,14.5,29.5,15.0,6.7,14.4,27143,41364,50819
62,312,"035 Emlygrennan, Co. Limerick",11.5,10,9.8,9.9,11.4,29.9,17.5,14.2,17.2,26936,32267,39460
30,170,"036 Glenbrohane, Co. Limerick",11.2,3.9,9.4,12.3,16.4,25.8,21.0,13.1,25.6,28401,41938,31950
12,143,"037 Griston, Co. Limerick",13.2,5.3,12.5,11.8,17.9,23.0,16.4,5.2,21.6,24844,34655,42445
111,512,"038 Hospital, Co. Limerick",5,7.7,10.3,10.5,20.3,30.3,15.9,17.1,19.9,26320,37943,39356
84,409,"039 Kilfinnane, Co. Limerick",6.4,5.6,11.4,10.7,16.8,29.0,20.1,20.9,18.2,22339,36351,31217
9,92,"040 Kilflyn, Co. Limerick",19.7,9.3,10.3,8.5,13.5,23.4,15.3,14.1,15.5,27129,34266,39333
134,808,"041 Kilmallock, Co. Limerick",5.7,4.6,12.1,12.7,16.5,29.1,19.3,19.2,18.4,24481,37888,33745
32,225,"042 Kilteely, Co. Limerick",11.1,8.8,9.8,8.9,13.4,29.9,18.0,14.5,17,26834,32108,37710
57,289,"043 Knockainy, Co. Limerick",7.2,7.3,9.6,11.3,16.1,33.8,14.8,9.7,16.6,31255,35423,44000
50,327,"044 Knocklong, Co. Limerick",6.5,8.6,15.1,11.6,10.2,31.5,16.4,17,18,25575,37254,37907
21,99,"045 Particles, Co. Limerick",12.4,8.2,11.8,19.2,13.9,18.1,16.3,12.3,12.3,33264,43178,52385
11,147,"046 Rockhill, Co. Limerick",18,5.2,9.1,10.1,12.9,31.0,13.7,7.8,19.1,35794,30593,54606
49,253,"047 Tobernea, Co. Limerick",10.5,5.1,8.3,14.3,19.8,27.1,14.9,11.3,16.7,31680,47023,53109
55,261,"048 Uregare, Co. Limerick",12.1,8.1,13.4,16.3,14.4,23.7,12.1,11.8,18.4,31714,34500,45117
102,503,"049 Abington, Co. Limerick",2.9,4.9,7.7,11.8,17.6,31.7,23.4,11.8,11.1,32394,36800,52122
129,759,"050 Ballybricken, Co. Limerick",5,4.3,12.5,15.9,12.4,29.1,20.8,7.6,12.8,34382,52249,61154
"1,391","8,331","051 Ballycummin, Co. Limerick",0.4,2.8,11.9,12.2,20.3,33.2,19.3,9.6,6.9,35013,38228,53014
739,"5,289","052 Ballysimon, Co. Limerick",0.6,2,15.5,15.6,15.9,32.6,17.8,6.3,6.1,37982,44821,56945
320,"1,801","053 Ballyvarra, Co. Limerick",1.7,4.7,13.8,15.1,16.2,32.9,15.6,7.7,7.8,37213,47896,61830
40,218,"054 Caherconlish East, Co. Limerick",10.3,6,10,10.3,13.4,33.3,16.7,4.9,21.3,31229,41729,54769
139,844,"055 Caherconlish West, Co. Limerick",4,4.8,11.2,11.2,18.4,28.5,21.9,15.3,11.8,28833,36264,44426
28,142,"056 Caherelly, Co. Limerick",5,10.2,11.8,11,21.7,23.0,17.2,8.4,8.4,36658,33911,61479
93,517,"057 Cappamore, Co. Limerick",4.4,4.6,9.3,10.8,14.5,37.1,19.4,17,16.6,27474,38568,40018
59,233,"058 Carrig, Co. Limerick",4.2,6.4,16.1,7.8,23.6,25.7,16.1,5.1,21.3,32203,46631,51491
249,"1,342","059 Castleconnell, Co. Limerick",1.2,4.5,10.7,15,18.5,32.8,17.5,10.6,14.4,33675,42524,48132
151,778,"060 Clarina, Co. Limerick",3,6.1,10.4,9.6,19.9,29.4,21.6,6.9,11.2,36779,48106,63013
82,423,"061 Clonkeen, Co. Limerick",3.7,6.6,15.9,8.6,21.7,28.0,15.5,10.1,9.1,33798,40194,55789
13,103,"062 Doon West, Co. Limerick",15.5,8.5,9.1,10.6,13.1,25.9,17.2,7.3,15.9,26026,33199,44479
70,413,"063 Glenstal, Co. Limerick",4.9,5.7,9.8,10,21.7,28.9,19.1,13.4,12.5,31941,37311,46192
57,368,"064 Kilmurry, Co. Limerick",7.4,4.6,10.2,11.5,13.5,30.5,22.4,10.8,15.9,31181,48847,51130
95,737,"066 Limerick South Rural, Co. Limerick",1.5,4.1,14.4,9.1,22.9,21.8,26.3,15,6.9,30056,34684,49679
86,530,"067 Patrickswell, Co. Limerick",3.5,4.4,11.3,13,18.7,31.7,17.3,14.4,16,32385,44343,44026
119,627,"068 Roxborough, Co. Limerick",2.8,2.3,15.7,13.1,10.1,40.0,16.0,3.8,15.2,39177,63020,65136
24,145,"069 Anglesborough, Co. Limerick",14.8,9.7,15.3,6,14.8,24.6,14.9,11.2,18.4,29438,48382,37354
36,226,"070 Ballylanders, Co. Limerick",8.1,14.1,12,8.7,20.1,20.0,17.0,14.3,20.2,19393,34001,34048
21,158,"071 Cullane, Co. Limerick",16.9,8.2,9.6,11.7,13.8,23.4,16.4,11,21.3,24259,33047,47172
25,142,"072 Duntryleague, Co. Limerick",10.6,8.8,16.1,13.7,11,28.4,11.5,11.8,15.7,28864,34289,38008
29,199,"073 Galbally, Co. Limerick",9.8,8.3,15.5,9,14.3,31.5,11.6,17.8,24.9,26077,33700,30159
15,110,"074 Kilbeheny, Co. Limerick",12.9,7.8,10.7,17.5,17.8,17.2,16.2,6.5,20.4,20316,33854,38508
26,144,"075 Kilglass, Co. Limerick",10.9,11.8,10.1,7.5,18.2,23.1,18.4,13.5,14.4,27496,38161,44451
23,93,"076 Knocknascrow, Co. Limerick",15.2,10.3,14.8,6.1,25.8,13.0,14.8,6.3,12.5,29590,50208,44489
20,103,"077 Riversdale, Co. Limerick",15,8.6,10.5,3.4,15,31.0,16.5,10.5,18.6,24853,39421,43558
186,898,"078 Abbeyfeale, Co. Limerick",2.9,9.4,10.3,9,26.8,25.5,16.1,24.7,16.5,25710,33451,31956
68,388,"079 Ardagh, Co. Limerick",7.1,12.7,7.1,8.4,21,26.5,17.2,12,20.9,29981,33042,41677
29,138,"080 Ballintober, Co. Limerick",12.2,8.9,9.8,6.3,18.7,26.6,17.5,12.1,21,29785,32991,41321
17,131,"081 Ballynoe West, Co. Limerick",9.2,7.1,9.7,7.3,19.6,30.7,16.4,9.1,14.5,26101,37663,44090
10,65,"082 Boola, Co. Limerick",24,..,11,6,20.4,25.3,13.3,4.7,16.3,30190,42640,52958
67,396,"083 Broadford, Co. Limerick",12.7,8.5,6.3,5.7,18.4,31.9,16.5,11.1,20.8,26794,40782,39704
28,146,"084 Caher, Co. Limerick",7.7,7.2,11.2,16.7,20.8,20.8,15.6,14.8,20.3,24593,39063,33962
16,113,"085 Cleanglass, Co. Limerick",16,7.7,9.2,6.9,14.8,22.8,22.6,8.2,19.6,25060,31437,39325
28,124,"086 Cloncagh, Co. Limerick",21,9.4,8.8,6.9,16,30.6,7.4,4.9,19.4,29521,38816,48384
30,185,"087 Danganbeg, Co. Limerick",11.4,8.7,6.3,13.7,22,23.8,14.1,8.7,19.5,33644,39633,44981
59,379,"088 Dromcolliher, Co. Limerick",10.7,8.1,10.7,7.2,19.1,29.8,14.5,12.2,23.2,27559,37236,37339
63,374,"089 Dromtrasna, Co. Limerick",6.9,9.2,8.4,6.1,20.5,30.2,18.7,13.5,19.4,27516,39404,41974
19,149,"090 Feenagh, Co. Limerick",12.9,8.6,12.3,10.5,14,27.3,14.5,11.3,16.9,26020,40753,40006
20,127,"091 Garryduff, Co. Limerick",7.9,8,12.3,8.7,17.2,26.8,19.1,11.1,20.2,27493,31725,49737
48,181,"092 Glenagower, Co. Limerick",6,12,9,15.3,26.8,20.3,10.6,17.2,18.9,27207,41850,37608
33,280,"093 Glengort, Co. Limerick",11,5.5,8.8,6.4,17.5,29.0,21.8,9.1,23.9,24904,33704,35578
24,171,"094 Glensharrold, Co. Limerick",4.8,10.6,9,11.9,24.4,20.5,18.9,25,17.9,23221,33202,33353
20,141,"095 Kilmeedy, Co. Limerick",13,9.3,7.4,6.7,14,31.0,18.6,10.8,20,27333,42055,45542
36,217,"096 Knockaderry, Co. Limerick",8.2,6.1,8.9,9.4,17.4,23.7,26.3,6.2,11.7,28000,39560,53015
39,201,"097 Mahoonagh, Co. Limerick",6.1,12.2,10.7,7.4,21.1,26.2,16.4,12.6,16.7,28086,38994,43417
97,548,"098 Monagay, Co. Limerick",8.1,5.8,8,8.7,25,25.6,18.8,12.5,14.4,30478,41785,47955
25,198,"099 Mountcollins, Co. Limerick",8.3,11,10.3,4.9,25.3,22.6,17.5,23.8,22.3,24970,33100,26805
19,144,"100 Mountplummer, Co. Limerick",17.1,13.5,9.8,5.8,19.6,20.4,13.8,9.8,20.5,25723,38752,48337
165,"1,009","101 Newcastle Rural, Co. Limerick",3.4,5,8.2,9.1,20.7,31.5,22.0,11.5,8.5,26916,44570,46594
342,"1,930","102 Newcastle Urban, Co. Limerick",1.7,6.7,9.5,6.3,25.4,26.4,23.9,21.5,13.5,24208,34475,34453
39,203,"103 Port, Co. Limerick",7.6,6,13.2,12.6,22.4,20.6,17.5,15.7,18.5,26500,34410,45456
57,328,"104 Rathronan, Co. Limerick",8.4,8.7,9.4,8.2,21.8,24.9,18.6,17.3,19.5,26000,38574,35505
17,111,"105 Rooskagh, Co. Limerick",8.3,6.4,10.1,10.2,17.6,27.8,19.6,11.1,19.4,31641,38519,38805
69,389,"106 Templeglentan, Co. Limerick",7.5,13.6,5.2,5.1,25.2,25.8,17.7,13.9,18.5,26234,40676,42206
48,217,"107 Askeaton East, Co. Limerick",6.2,7.3,8.7,8.7,32.5,22.4,14.2,22.5,14.7,31789,43187,36751
56,415,"108 Askeaton West, Co. Limerick",3.7,7,8.7,7.7,32.9,23.6,16.4,20.8,16.9,28918,31911,36058
17,92,"109 Aughinish, Co. Limerick",6.1,5.8,13.2,5.9,35.8,18.6,14.6,6.9,12.5,41209,33681,61677
28,196,"110 Ballyallinan, Co. Limerick",11.5,9.5,8.8,7.8,25.6,23.1,13.7,10.6,12.1,32983,34378,50966
72,375,"111 Ballynacarriga, Co. Limerick",2.8,6.8,13,12.4,21.1,28.1,15.7,6,10.7,36260,37120,60195
42,219,"112 Castletown, Co. Limerick",7.1,4.8,8.3,12.7,26.9,22.7,17.5,8.9,16,36306,32926,45758
28,101,"113 Craggs, Co. Limerick",9.3,7.1,7.1,9.4,28.7,17.6,20.8,10,18.9,27560,34930,48720
63,318,"114 Croagh, Co. Limerick",7.7,5.5,9,12.9,16,28.5,20.4,5.7,10.5,34840,41537,57790
69,398,"115 Dromard, Co. Limerick",7.3,4.1,12.9,10.6,17.6,33.8,13.7,6.1,10.8,36049,47202,64842
21,192,"116 Dunmoylan East, Co. Limerick",9.1,6.5,9.8,6.8,25.6,21.3,20.8,7.6,20.4,29427,35976,51362
3,29,"117 Dunmoylan West, Co. Limerick",18.7,6.1,22.8,4.6,7.2,24.3,16.3,13,13,..,..,39613
26,136,"118 Iveruss, Co. Limerick",8.2,9.1,9.8,10.6,24.8,22.8,14.7,8.1,18,32564,35844,57743
60,310,"119 Kilcornan, Co. Limerick",4.5,5.8,11.3,9,22.7,28.5,18.3,7,17.9,33360,42800,49471
59,275,"120 Kildimo, Co. Limerick",4.7,5.3,13.5,13,22.6,24.0,16.9,8,14.3,33879,38625,54016
36,220,"121 Kilscannell, Co. Limerick",10.7,7,6.1,8.3,18.2,33.8,15.9,5.4,14.9,30985,38967,51948
27,198,"122 Lismakeery, Co. Limerick",11.2,7.3,12.9,7.2,27.2,20.5,13.7,6.1,15.5,33070,37625,60731
38,245,"123 Loghill, Co. Limerick",7.5,6.6,8.8,9.5,22.5,29.3,15.8,19.4,13.9,27268,40859,37080
12,59,"124 Mohernagh, Co. Limerick",7.2,8.9,8.1,6.5,31.8,20.6,16.8,6.4,10.6,26367,43351,46663
65,324,"125 Nantinan, Co. Limerick",7.4,7,11.9,6.8,30.8,20.1,16.0,9.2,14,27999,35420,54637
87,443,"126 Pallaskenry, Co. Limerick",2.6,5.9,9.9,10.4,21.4,30.0,19.8,16.8,11.1,30515,37261,46300
21,130,"127 Rathkeale Rural, Co. Limerick",8.7,7.4,17.4,8.9,19.1,26.8,11.7,11,17.8,26374,42676,44742
57,387,"128 Rathkeale Urban, Co. Limerick",3.5,8.1,9.3,10.2,20.3,28.2,20.4,32.1,19.4,24422,29766,28217
38,270,"129 Riddlestown, Co. Limerick",11.4,5.4,11.1,7.6,21.2,23.5,19.9,5.1,15.2,31191,36965,49883
54,364,"130 Shanagolden, Co. Limerick",3.1,4.5,8.2,8.5,27.7,23.2,24.8,12.4,19.7,31640,38835,43128
39,221,"131 Shanid, Co. Limerick",5.3,5.4,8.5,9.7,25.9,26.3,18.9,7.9,19.4,35463,40001,46498
27,179,"132 Bilboa, Co. Limerick",7,7.1,9,9,11.7,34.5,21.7,10.7,14.3,32500,40164,46475
73,518,"133 Doon South, Co. Limerick",6.1,6.1,9.9,7,8.9,40.0,21.8,15.4,17.1,25754,34516,37115
91,530,"134 Grean, Co. Limerick",5.2,6.1,9.2,13.5,15.3,31.3,19.4,16.7,17.9,29263,40525,41669
63,421,"135 Oola, Co. Limerick",10.8,7,10,6,12.3,37.2,16.8,13.3,18.8,32022,35968,39118
30,225,"136 Templebredon, Co. Limerick",9.5,3.8,12.2,14.3,11.9,33.8,14.5,7.9,16.9,34727,35639,45046
156,"1,203","001 Nenagh East Urban, North Tipperary",2.1,4.8,8.2,6.4,23.6,33.3,21.7,23.8,12.6,23287,33042,33306
280,"2,118","002 Nenagh West Urban, North Tipperary",1.6,4.6,11,7.3,21.9,34.7,18.9,21.8,12.7,24020,38856,35368
67,684,"003 Templemore, North Tipperary",3.4,5.8,8.2,9.2,14.9,36.3,22.1,20.6,19.7,25963,36987,32756
309,"2,359","004 Thurles Urban, North Tipperary",1.1,5.8,11.4,8.2,17.8,33.1,22.6,23.1,17.9,24083,38544,32310
9,123,"005 Aglishcloghane, North Tipperary",19.4,7.8,11.9,7.1,13.2,26.9,13.8,11.2,17.3,21117,27805,37072
26,208,"006 Ballingarry, North Tipperary",22,7.2,9.6,6.1,13.5,26.5,15.2,10.4,24.4,26189,40421,38600
14,158,"007 Ballylusky, North Tipperary",13.7,8.4,12,9,12.3,25.5,19.2,6.9,12.1,27090,45184,51314
50,448,"008 Borrisokane, North Tipperary",10.1,5.5,8.8,7.5,14.7,33.6,19.8,19.2,19.7,22546,38553,32715
13,74,"009 Carrig, North Tipperary",22,7.5,12.6,5.7,12.9,27.3,11.9,3,24.2,..,..,43142
48,392,"010 Cloghjordan, North Tipperary",11.6,6,10.4,11.8,9.1,31.0,19.9,16.5,18.9,22325,35127,31695
21,117,"011 Cloghprior, North Tipperary",13.2,11.9,11.9,11.4,8,23.9,19.7,15.6,15.6,23157,28058,42259
17,92,"012 Clohaskin, North Tipperary",19.7,8,8.7,8.7,10.8,26.4,17.7,13.3,16.9,19599,49107,42855
6,71,"013 Finnoe, North Tipperary",17.6,9.2,16.2,10.4,14,19.7,12.9,14.3,20,32573,37130,40750
11,111,"014 Graigue, North Tipperary",19.3,5.6,11.4,7.6,15.6,24.1,16.5,18.9,20,22733,32525,36143
49,263,"015 Kilbarron, North Tipperary",14.1,10.7,11.6,7.1,8.8,30.9,16.8,8.9,18.8,27388,48067,42485
15,113,"016 Lorrha East, North Tipperary",18.3,7.4,8,3,12.3,36.3,14.7,13,23.5,22494,33981,35046
